stableKey,as3Name,sourceKind,sourcePath,sourcePackage,symbolId,scope,usage,status,confidence,nextAction,note
monster.stage2-1.monster6.atlas,Monster6,restored-swf,local-resources/regima/source/restored-swfs/assets/2.swf;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/derived/images-alpha/4_Monster6.rgba.png;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/monster-frame-geometry.csv;public/assets/stage21/monsters/monster6.png,assets/2.swf,4,monster,Stage 2-1 Monster6 wait/walk/hurt/dead/hit1/hit2/hit3 atlas,ready,confirmed,none,"2100x2800; 300x400 cells; 32 reachable keyframes; offset (0,-55)"
monster.stage2-1.monster9.atlas,Monster9,restored-swf,local-resources/regima/source/restored-swfs/assets/2.swf;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/derived/images-alpha/2_Monster9.rgba.png;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/monster-frame-geometry.csv;public/assets/stage21/monsters/monster9.png,assets/2.swf,2,monster,Stage 2-1 Monster9 wait/walk/hurt/dead/hit1 atlas,ready,confirmed,none,"1200x1000; 200x200 cells; 20 reachable keyframes; offset (9,-15)"
monster.stage2-1.monster10.atlas,Monster10,restored-swf,local-resources/regima/source/restored-swfs/assets/2.swf;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/derived/images-alpha/1_Monster10.rgba.png;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/monster-frame-geometry.csv;public/assets/stage21/monsters/monster10.png,assets/2.swf,1,monster,Stage 2-1 Monster10 wait/walk/hurt/dead/hit1 atlas,ready,confirmed,none,"1200x1000; 200x200 cells; 20 reachable keyframes; hit2 is unreachable invalid row"
monster.stage2-1.monster19.atlas,Monster19,restored-swf,local-resources/regima/source/restored-swfs/assets/2.swf;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/derived/images-alpha/5_Monster19.rgba.png;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/monster-frame-geometry.csv;public/assets/stage21/monsters/monster19.png,assets/2.swf,5,monster,Stage 2-1 Monster19 wait/walk/hurt/dead/hit1 atlas,ready,confirmed,none,"1200x1000; 200x200 cells; 22 reachable keyframes; offset (-35,-30)"
projectile.stage2-1.monster6.hit1,Monster6Bullet1,restored-swf,local-resources/regima/source/restored-swfs/assets/2.swf;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/derived/sprites-svg/DefineSprite_238_Monster6Bullet1;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/bullet-frame-geometry.csv;public/assets/stage21/attacks/monster6-hit1,assets/2.swf,238,projectile,Monster6 hit1 static SpecialEffectBullet,ready,confirmed,none,5 frames at registered spawn point
projectile.stage2-1.monster6.hit2-start,Monster6Bullet2_1,restored-swf,local-resources/regima/source/restored-swfs/assets/2.swf;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/derived/sprites-svg/DefineSprite_271_Monster6Bullet2_1;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/bullet-frame-geometry.csv;public/assets/stage21/attacks/monster6-hit2-start,assets/2.swf,271,projectile,Monster6 hit2 near-body opening effect,ready,confirmed,none,43 frames; zero-padding glow and color transform
projectile.stage2-1.monster6.hit2-rain,Monster6Bullet2_2,restored-swf,local-resources/regima/source/restored-swfs/assets/2.swf;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/derived/sprites-svg/DefineSprite_261_Monster6Bullet2_2;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/bullet-frame-geometry.csv;public/assets/stage21/attacks/monster6-hit2-rain,assets/2.swf,261,projectile,Monster6 hit2 three-position falling strike,ready,confirmed,none,30 frames; zero blur plus color matrix
projectile.stage2-1.monster6.hit3,Monster6Bullet3,restored-swf,local-resources/regima/source/restored-swfs/assets/2.swf;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/derived/sprites-svg/DefineSprite_244_Monster6Bullet3;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/bullet-frame-geometry.csv;public/assets/stage21/attacks/monster6-hit3,assets/2.swf,244,projectile,Monster6 hit3 large static SpecialEffectBullet,ready,confirmed,none,21 frames; zero-padding blur
projectile.stage2-1.monster9.hit1,Monster9Bullet1,restored-swf,local-resources/regima/source/restored-swfs/assets/2.swf;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/derived/sprites-svg/DefineSprite_19_Monster9Bullet1;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/bullet-frame-geometry.csv;public/assets/stage21/attacks/monster9-hit1,assets/2.swf,19,projectile,Monster9 hit1 static SpecialEffectBullet,ready,confirmed,none,4 frames
projectile.stage2-1.monster10.hit1,Monster10Bullet1,restored-swf,local-resources/regima/source/restored-swfs/assets/2.swf;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/derived/sprites-svg/DefineSprite_11_Monster10Bullet1;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/bullet-frame-geometry.csv;public/assets/stage21/attacks/monster10-hit1,assets/2.swf,11,projectile,Monster10 hit1 static SpecialEffectBullet,ready,confirmed,none,4 frames
projectile.stage2-1.monster19.hit1,Monster19Bullet1,restored-swf,local-resources/regima/source/restored-swfs/assets/2.swf;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/derived/sprites-svg/DefineSprite_15_Monster19Bullet1;local-resources/regima/task-outputs/task-settings-062-stage21-monsters/bullet-frame-geometry.csv;public/assets/stage21/attacks/monster19-hit1,assets/2.swf,15,projectile,Monster19 hit1 static SpecialEffectBullet and hit region,ready,confirmed,none,25-frame lifetime with empty display list on frames 21-25
